loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_writeoff,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,total_pymnt
8400,8150, 60 months,0.168,207.73,D,D2,RENT,87996,Not Verified,0,major_purchase,113xx,NY,11.35,0,0,0,9551,12290.64001
28000,27975, 60 months,0.176,704.64,D,D4,MORTGAGE,140000,Verified,0,home_improvement,275xx,NC,12.07,0,1,0,2686,28411.15
14000,14000, 36 months,0.066,429.86,A,A2,RENT,66000,Source Verified,0,debt_consolidation,236xx,VA,11.15,0,1,0,12095,15451.16044
12000,12000, 36 months,0.143,411.71,C,C2,MORTGAGE,70000,Not Verified,1,other,148xx,NY,8.4,0,1,0,11546,4249.37
25000,25000, 36 months,0.117,826.9,B,B3,MORTGAGE,100000,Verified,0,debt_consolidation,028xx,RI,6.88,0,1,0,21128,29279.4541
9000,9000, 36 months,0.127,301.91,B,B5,RENT,50000,Source Verified,0,debt_consolidation,115xx,NY,17.81,0,1,0,12752,10868.48
13250,13250, 36 months,0.107,431.6,B,B2,RENT,35000,Not Verified,0,debt_consolidation,450xx,OH,24.93,0,2,0,13392,15537.4
20000,20000, 36 months,0.135,678.61,C,C1,RENT,75000,Verified,0,debt_consolidation,921xx,CA,22.38,0,1,0,19548,23865.33884
3000,3000, 36 months,0.147,103.49,C,C3,RENT,71000,Verified,0,medical,532xx,WI,21.84,0,1,0,15072,3725.309999
7350,7350, 36 months,0.107,239.42,B,B2,MORTGAGE,48000,Not Verified,0,debt_consolidation,729xx,AR,11.93,0,0,0,15587,8618.839995
11500,11500, 36 months,0.153,400.18,C,C4,RENT,36000,Not Verified,0,debt_consolidation,321xx,FL,21.1,0,1,0,8969,14406.18999
13650,13650, 36 months,0.124,456.12,B,B4,MORTGAGE,86000,Not Verified,1,debt_consolidation,913xx,CA,12.29,0,1,0,16140,8204.31
10500,10500, 36 months,0.163,370.66,D,D1,RENT,30000,Source Verified,1,debt_consolidation,959xx,CA,15,0,1,0,5379,2223.96
12000,11975, 36 months,0.099,386.7,B,B1,RENT,60000,Not Verified,0,debt_consolidation,941xx,CA,15.5,0,0,0,12168,13921.18
6000,6000, 36 months,0.089,190.52,A,A5,RENT,34000,Not Verified,0,credit_card,432xx,OH,14.51,0,2,0,13683,6858.700002
11500,11500, 36 months,0.153,400.18,C,C4,MORTGAGE,44200,Verified,0,credit_card,955xx,CA,21.69,0,1,0,13147,13605.53078
7000,7000, 36 months,0.124,233.91,B,B4,MORTGAGE,82000,Not Verified,0,debt_consolidation,217xx,MD,12,0,1,0,25334,8293.148925
29500,28513.45925, 60 months,0.203,786.51,E,E5,MORTGAGE,83000,Source Verified,0,debt_consolidation,880xx,NM,20.93,0,0,0,22087,45755.22998
2000,2000, 36 months,0.153,69.6,C,C4,RENT,41000,Verified,0,moving,770xx,TX,17.74,0,1,0,18115,2520.401456
11625,11625, 36 months,0.135,394.45,C,C1,MORTGAGE,36000,Source Verified,0,credit_card,660xx,KS,19.33,0,1,0,19979,14199.83
15075,15075, 36 months,0.143,517.21,C,C2,RENT,35000,Verified,1,debt_consolidation,770xx,TX,20.16,0,1,0,10570,15502.77
5300,5300, 36 months,0.153,184.43,C,C4,RENT,30000,Verified,0,credit_card,062xx,CT,24.88,0,2,0,7855,6627.889998
8200,8200, 36 months,0.066,251.77,A,A2,RENT,40000,Source Verified,0,home_improvement,193xx,PA,11.1,0,1,0,2573,9063.720001
12000,12000, 36 months,0.124,400.99,B,B4,MORTGAGE,105000,Not Verified,0,credit_card,750xx,TX,13.98,0,1,0,11243,14435.34999
8650,8650, 36 months,0.143,296.78,C,C2,MORTGAGE,45000,Source Verified,0,credit_card,335xx,FL,7.6,0,2,0,6602,10683.73
21000,11500, 60 months,0.173,294.98,D,D3,MORTGAGE,109000,Verified,0,debt_consolidation,070xx,NJ,7.75,0,0,0,25435,17607.96003
16000,16000, 60 months,0.173,399.97,D,D3,RENT,50000,Source Verified,0,debt_consolidation,761xx,TX,11.04,0,0,0,15788,23997.98745
12000,11975, 36 months,0.124,400.99,B,B4,RENT,83000,Not Verified,0,debt_consolidation,941xx,CA,11.81,0,2,0,16550,14435.35
9500,9500, 36 months,0.127,318.68,B,B5,MORTGAGE,52500,Source Verified,1,moving,921xx,CA,23.54,0,2,0,23729,7010.96
7400,7400, 36 months,0.135,251.09,C,C1,OWN,25000,Source Verified,0,debt_consolidation,857xx,AZ,8.45,0,0,0,5199,9039.034417
14400,14400, 36 months,0.135,488.6,C,C1,MORTGAGE,60000,Not Verified,0,debt_consolidation,334xx,FL,16.92,0,1,0,23317,15454.59422
24250,18075, 60 months,0.239,519.76,G,G4,MORTGAGE,120000,Verified,0,debt_consolidation,850xx,AZ,12.96,0,3,0,31992,22206.82132
7200,7200, 36 months,0.079,225.29,A,A4,RENT,68000,Source Verified,1,debt_consolidation,306xx,GA,7.98,0,0,0,8783,7738.96
26000,25975, 60 months,0.168,642.96,D,D2,MORTGAGE,53000,Verified,1,home_improvement,271xx,NC,11.77,0,1,0,7560,9626.02
7000,6975, 60 months,0.117,154.69,B,B3,MORTGAGE,69600,Verified,1,credit_card,981xx,WA,26.22,0,0,0,45449,6143.14
4000,4000, 36 months,0.075,124.45,A,A3,RENT,65000,Source Verified,0,major_purchase,902xx,CA,18.17,0,0,0,10032,4182.637561
1500,1500, 36 months,0.173,53.69,D,D3,MORTGAGE,144000,Verified,0,debt_consolidation,900xx,CA,8.23,1,0,0,14186,1521.6
19600,19600, 36 months,0.124,654.94,B,B4,RENT,75000,Verified,0,credit_card,142xx,NY,11.62,0,0,0,20355,21996.45731
2500,2500, 36 months,0.117,82.69,B,B3,MORTGAGE,29000,Verified,0,debt_consolidation,850xx,AZ,18.7,0,0,0,2668,2896.888187
10000,10000, 36 months,0.127,335.45,B,B5,RENT,70000,Not Verified,1,credit_card,956xx,CA,2.69,0,0,0,6035,6352.74
10000,10000, 36 months,0.066,307.04,A,A2,RENT,45000,Not Verified,0,credit_card,441xx,OH,26.85,0,0,0,10133,11053.31
4225,4225, 36 months,0.124,141.18,B,B4,MORTGAGE,55200,Not Verified,0,other,983xx,WA,17.61,0,1,0,4055,5082.460001
3500,3500, 36 months,0.079,109.52,A,A4,MORTGAGE,61440,Not Verified,0,vacation,945xx,CA,6.46,1,0,0,15472,3942.557993
12000,12000, 36 months,0.066,368.45,A,A2,MORTGAGE,56000,Not Verified,0,debt_consolidation,330xx,FL,13.65,0,0,0,9873,13263.96
16500,16500, 36 months,0.089,523.93,A,A5,RENT,47000,Source Verified,0,debt_consolidation,604xx,IL,9.06,0,1,0,13917,18858.32
22000,21975, 60 months,0.217,603.5,F,F3,RENT,55000,Verified,0,debt_consolidation,985xx,WA,15.62,0,1,0,20154,25029.21535
12000,12000, 36 months,0.147,413.94,C,C3,RENT,71000,Verified,0,credit_card,672xx,KS,14.87,0,2,0,17972,12430.41857
15600,15600, 60 months,0.127,352.48,B,B5,RENT,50000,Source Verified,1,vacation,109xx,NY,5.78,0,1,0,8079,16919.04
10800,10800, 36 months,0.124,360.89,B,B4,RENT,135000,Verified,0,credit_card,917xx,CA,12.12,0,0,0,18467,13007.71999
14000,14000, 36 months,0.124,467.82,B,B4,MORTGAGE,63000,Not Verified,0,credit_card,300xx,GA,7.35,0,0,0,17212,16793.82458
18825,18800, 60 months,0.176,473.75,D,D4,MORTGAGE,44000,Verified,0,debt_consolidation,113xx,NY,24.98,0,0,0,14092,28424.10406
6000,6000, 36 months,0.135,203.59,C,C1,MORTGAGE,50000,Not Verified,0,debt_consolidation,880xx,NM,15.58,0,1,0,7361,7328.920002
12000,12000, 36 months,0.099,386.7,B,B1,RENT,80000,Not Verified,0,debt_consolidation,752xx,TX,14.83,0,0,0,17536,13909.61999
10000,10000, 36 months,0.124,334.16,B,B4,RENT,45000,Not Verified,0,debt_consolidation,981xx,WA,10.45,0,0,0,10177,12029.45
8000,8000, 36 months,0.079,250.33,A,A4,RENT,78000,Not Verified,0,vacation,112xx,NY,6.09,0,1,0,15988,8847.221069
14125,14125, 36 months,0.099,455.18,B,B1,RENT,33000,Verified,0,debt_consolidation,972xx,OR,23.13,0,3,0,19472,16058.32565
14000,14000, 36 months,0.127,469.63,B,B5,RENT,62800,Not Verified,0,debt_consolidation,980xx,WA,19.24,0,1,0,13579,16902.98001
13200,8975, 60 months,0.173,224.36,D,D3,RENT,26400,Source Verified,0,small_business,770xx,TX,9.64,0,3,0,7411,10202.58059
4000,4000, 36 months,0.19,146.69,E,E2,MORTGAGE,80000,Not Verified,0,vacation,275xx,NC,20.59,1,2,0,6654,4341.504299
4000,4000, 36 months,0.127,134.18,B,B5,RENT,25000,Not Verified,1,debt_consolidation,802xx,CO,6.86,0,3,0,8546,2029.25
10500,10500, 36 months,0.06,319.58,A,A1,MORTGAGE,65000,Source Verified,0,debt_consolidation,760xx,TX,10.36,0,0,0,10729,11504.35
5500,5500, 36 months,0.079,172.1,A,A4,OWN,59000,Source Verified,0,car,187xx,PA,6.65,0,0,1,9130,6172.07856
7350,7350, 36 months,0.117,243.11,B,B3,RENT,33000,Verified,0,debt_consolidation,917xx,CA,22.51,0,1,0,24782,8728.625013
10000,10000, 36 months,0.124,334.16,B,B4,RENT,39000,Source Verified,1,credit_card,630xx,MO,18.31,0,1,0,11691,11604.88
12000,12000, 36 months,0.075,373.33,A,A3,RENT,42000,Not Verified,0,debt_consolidation,435xx,OH,10.74,0,1,0,18913,13459.56667
5000,5000, 60 months,0.117,110.5,B,B3,MORTGAGE,38004,Not Verified,0,home_improvement,488xx,MI,23.78,0,0,0,10023,6534.43
8000,8000, 60 months,0.117,176.79,B,B3,OWN,31000,Source Verified,0,other,972xx,OR,16.22,0,3,0,2751,8306.628279
4500,4500, 36 months,0.089,142.89,A,A5,MORTGAGE,50700,Verified,0,other,287xx,NC,23.43,0,0,0,9127,5051.236671
18000,17975, 36 months,0.124,601.48,B,B4,OWN,75000,Verified,0,credit_card,705xx,LA,12.51,0,2,0,14810,21634.66001
12300,12300, 60 months,0.135,282.96,C,C1,MORTGAGE,30000,Source Verified,0,debt_consolidation,592xx,MT,12.76,0,1,0,10981,16945.79999
12000,12000, 36 months,0.135,407.17,C,C1,RENT,40000,Not Verified,0,debt_consolidation,318xx,GA,15.72,0,0,0,10790,12762.81967
10000,10000, 36 months,0.135,339.31,C,C1,MORTGAGE,50000,Not Verified,0,credit_card,928xx,CA,5.88,1,2,0,8899,12082.61063
6000,6000, 36 months,0.079,187.75,A,A4,MORTGAGE,80000,Not Verified,0,other,549xx,WI,8.87,0,4,0,19071,6633.907565
12000,12000, 36 months,0.127,402.54,B,B5,RENT,40000,Not Verified,0,debt_consolidation,212xx,MD,22.2,0,1,0,16273,14010.27472
12000,12000, 36 months,0.089,381.04,A,A5,RENT,80000,Not Verified,1,other,900xx,CA,9.13,0,0,0,13088,10411.4
7000,7000, 36 months,0.117,231.54,B,B3,RENT,75000,Source Verified,0,debt_consolidation,926xx,CA,15.57,0,0,0,22196,8335.090002
35000,26800, 60 months,0.186,690.56,E,E1,MORTGAGE,85000,Verified,0,debt_consolidation,604xx,IL,12,0,1,0,31071,28062.23874
1400,1400, 36 months,0.079,43.81,A,A4,RENT,28800,Not Verified,0,other,347xx,FL,10,0,1,0,2016,1478.900477
16000,16000, 60 months,0.135,368.08,C,C1,RENT,35000,Verified,1,small_business,274xx,NC,16.22,0,1,0,19184,10351.24
3200,3200, 36 months,0.099,103.12,B,B1,RENT,61200,Not Verified,0,debt_consolidation,921xx,CA,2.16,0,0,1,2795,3711.14
8000,8000, 36 months,0.079,250.33,A,A4,RENT,40000,Not Verified,0,medical,921xx,CA,13.35,0,0,0,2440,8987.222603
11875,11875, 60 months,0.127,268.32,B,B5,RENT,25920,Source Verified,1,debt_consolidation,941xx,CA,23.75,0,0,0,13932,1187.65
5000,5000, 36 months,0.06,152.18,A,A1,MORTGAGE,54000,Not Verified,0,home_improvement,070xx,NJ,3.82,0,0,0,1779,5411.159335
1800,1800, 36 months,0.066,55.27,A,A2,RENT,18000,Not Verified,0,small_business,488xx,MI,23.8,0,0,0,1792,1880.260813
35000,35000, 36 months,0.089,1111.37,A,A5,RENT,85000,Verified,0,debt_consolidation,606xx,IL,17.73,0,0,0,16720,37305.86111
18000,17950, 36 months,0.089,571.56,A,A5,RENT,78000,Verified,0,credit_card,112xx,NY,7,0,1,0,17769,19886.52562
14000,14000, 36 months,0.079,438.07,A,A4,OWN,45600,Not Verified,1,debt_consolidation,265xx,WV,19.74,0,0,0,15846,6132.98
5000,5000, 36 months,0.124,167.08,B,B4,RENT,70000,Not Verified,0,debt_consolidation,785xx,TX,20.06,0,1,0,13543,5501.552292
8000,8000, 36 months,0.16,281.1,C,C5,RENT,70000,Source Verified,0,credit_card,606xx,IL,14.04,0,2,0,24072,9998.939479
10000,10000, 36 months,0.06,304.36,A,A1,MORTGAGE,80000,Not Verified,0,debt_consolidation,027xx,MA,12.99,0,0,0,27644,10840.60453
10000,9975, 36 months,0.075,311.11,A,A3,RENT,50000,Verified,0,debt_consolidation,089xx,NJ,4.63,0,2,0,6592,11021.30568
12000,12000, 36 months,0.124,400.99,B,B4,MORTGAGE,35000,Verified,0,debt_consolidation,813xx,CO,18.51,0,0,0,8198,14435.35
23200,23175, 36 months,0.079,725.94,A,A4,MORTGAGE,65000,Verified,0,debt_consolidation,483xx,MI,27.99,0,0,0,36381,24554.56476
18000,17975, 60 months,0.153,430.78,C,C4,MORTGAGE,84000,Verified,0,credit_card,069xx,CT,11.41,0,3,0,22542,25846.26844
4800,4800, 36 months,0.153,167.03,C,C4,MORTGAGE,75000,Not Verified,0,debt_consolidation,260xx,WV,9.3,0,1,0,22195,6013.039997
7300,7300, 36 months,0.117,241.46,B,B3,RENT,35000,Not Verified,0,debt_consolidation,201xx,VA,16.42,0,1,0,9628,8657.784357
10400,10400, 36 months,0.099,335.14,B,B1,RENT,40000,Source Verified,0,debt_consolidation,349xx,FL,11.67,0,2,0,11624,12024.29035
6600,6600, 36 months,0.099,212.69,B,B1,MORTGAGE,100000,Not Verified,0,house,322xx,FL,15.53,0,2,0,2171,7276.236207
12000,12000, 36 months,0.089,381.04,A,A5,OWN,40000,Not Verified,0,debt_consolidation,075xx,NJ,9.45,0,0,0,13756,13717.39
13250,13250, 36 months,0.173,474.19,D,D3,RENT,52000,Verified,0,debt_consolidation,124xx,NY,23.7,0,0,0,15002,15655.20629
12000,12000, 36 months,0.117,396.92,B,B3,RENT,92500,Source Verified,0,debt_consolidation,940xx,CA,15.97,0,2,0,9558,14288.77
25000,25000, 36 months,0.099,805.63,B,B1,RENT,61000,Source Verified,0,debt_consolidation,941xx,CA,10.35,0,0,0,23712,29002.42
6000,6000, 36 months,0.107,195.44,B,B2,RENT,36000,Not Verified,0,other,967xx,HI,14.43,0,1,0,13626,7035.820001
12000,12000, 36 months,0.075,373.33,A,A3,MORTGAGE,68000,Not Verified,0,credit_card,940xx,CA,7.08,0,1,0,15433,12554.81702
14400,14400, 36 months,0.117,476.3,B,B3,RENT,80000,Not Verified,0,credit_card,900xx,CA,16.35,0,1,0,19983,15544.00676
10000,10000, 36 months,0.124,334.16,B,B4,RENT,43000,Not Verified,0,credit_card,111xx,NY,11.58,0,0,0,13034,12029.45
8000,8000, 36 months,0.117,264.61,B,B3,RENT,150000,Not Verified,0,credit_card,100xx,NY,2.48,1,0,0,9722,9525.87
8000,8000, 36 months,0.163,282.41,D,D1,RENT,50000,Not Verified,1,credit_card,891xx,NV,13.22,0,0,0,5106,4535
30000,28673.79652, 60 months,0.124,673.72,B,B4,RENT,70000,Source Verified,1,small_business,773xx,TX,0.94,0,0,0,1159,17183.47
18000,18000, 60 months,0.168,445.13,D,D2,OWN,40000,Not Verified,1,home_improvement,945xx,CA,18.42,0,3,0,11147,11229.37
13250,13250, 36 months,0.117,438.26,B,B3,OWN,35000,Not Verified,0,credit_card,191xx,PA,22.35,0,1,0,10014,15777.22001
14000,14000, 36 months,0.143,480.33,C,C2,RENT,80000,Not Verified,0,debt_consolidation,902xx,CA,16.21,0,0,0,11546,17291.65001
20000,19975, 60 months,0.203,533.23,E,E5,OWN,59000,Verified,1,debt_consolidation,997xx,AK,20.91,0,2,0,32137,16063.42
10000,10000, 36 months,0.163,353.01,D,D1,RENT,40000,Verified,0,credit_card,104xx,NY,24.39,0,1,0,11665,12458.62318
35000,23200, 60 months,0.203,619.88,E,E5,RENT,85000,Verified,0,debt_consolidation,076xx,NJ,20.16,0,0,0,31306,36105.41996
4000,4000, 36 months,0.06,121.75,A,A1,RENT,55000,Not Verified,0,debt_consolidation,972xx,OR,7.05,0,0,0,2189,4355.672911
13000,13000, 36 months,0.099,418.93,B,B1,RENT,110000,Not Verified,0,debt_consolidation,951xx,CA,8.38,0,0,0,9599,14960.06316
28000,28000, 36 months,0.127,939.26,B,B5,RENT,100000,Source Verified,0,credit_card,538xx,WI,12.35,0,0,0,5739,33813.15999
10000,10000, 36 months,0.135,339.31,C,C1,RENT,62000,Not Verified,0,debt_consolidation,021xx,MA,11.52,0,0,0,16462,11254.78061
20000,20000, 36 months,0.079,625.81,A,A4,RENT,45000,Verified,0,debt_consolidation,304xx,GA,9.25,0,1,0,14386,22528.97
18000,17950, 36 months,0.099,580.05,B,B1,RENT,110000,Verified,0,debt_consolidation,331xx,FL,10,0,1,0,12371,19207.36256
9000,9000, 60 months,0.199,238,E,E4,RENT,60000,Verified,1,credit_card,950xx,CA,22.56,0,1,0,21321,5236
25000,24975, 60 months,0.186,643.58,E,E1,RENT,61500,Verified,1,debt_consolidation,112xx,NY,12.6,1,0,0,24278,25775.38
10000,10000, 36 months,0.117,330.76,B,B3,RENT,33000,Not Verified,0,other,113xx,NY,8.69,0,0,0,6621,11841.29287
4200,4200, 36 months,0.06,127.83,A,A1,RENT,61000,Not Verified,0,credit_card,070xx,NJ,8.92,0,0,0,4228,4601.849929
20000,19975, 60 months,0.153,478.64,C,C4,OWN,78216,Verified,1,debt_consolidation,956xx,CA,10.79,0,1,0,25161,5799.88
18000,17975, 60 months,0.173,449.97,D,D3,MORTGAGE,62000,Verified,1,debt_consolidation,234xx,VA,7.82,0,2,0,11273,20808.83
24000,24000, 36 months,0.163,847.21,D,D1,RENT,50964,Verified,0,debt_consolidation,308xx,GA,8.83,1,1,0,16318,30499.52001
4475,4475, 36 months,0.153,155.72,C,C4,RENT,43680,Not Verified,0,credit_card,809xx,CO,18.79,0,2,0,4489,5605.910002
20000,19950, 60 months,0.147,472.14,C,C3,MORTGAGE,56000,Verified,0,credit_card,913xx,CA,12.15,0,1,0,19348,28327.70887
12000,12000, 36 months,0.124,400.99,B,B4,RENT,50700,Source Verified,0,credit_card,071xx,NJ,22.49,0,0,0,18682,14435.34999
18000,18000, 60 months,0.176,452.98,D,D4,MORTGAGE,60000,Verified,0,debt_consolidation,363xx,AL,21.96,0,1,0,5945,26378.55001
5000,5000, 36 months,0.124,167.08,B,B4,RENT,30000,Source Verified,1,debt_consolidation,296xx,SC,23.84,0,2,0,7980,835.4
3000,3000, 36 months,0.06,91.31,A,A1,RENT,50000,Not Verified,0,other,240xx,VA,5.5,0,0,0,9616,3207.90304
25000,24975, 60 months,0.19,648.93,E,E2,RENT,75000,Verified,0,debt_consolidation,830xx,WY,19.63,0,2,0,24150,38730.46
18000,18000, 60 months,0.19,467.23,E,E2,RENT,90000,Source Verified,0,credit_card,113xx,NY,11.32,0,1,0,13371,28033.51284
12000,12000, 36 months,0.099,386.7,B,B1,RENT,55000,Not Verified,1,debt_consolidation,028xx,RI,13,0,0,0,11774,5859.43
20000,20000, 36 months,0.153,695.96,C,C4,MORTGAGE,50000,Verified,0,other,011xx,MA,4.34,0,1,0,6855,25054.29
10000,10000, 36 months,0.135,339.31,C,C1,RENT,84000,Verified,0,debt_consolidation,919xx,CA,13.87,0,0,0,6046,12159.18267
15000,15000, 36 months,0.124,501.23,B,B4,OWN,155000,Verified,0,debt_consolidation,300xx,GA,17.85,0,0,0,68319,17717.13342
12000,12000, 36 months,0.079,375.49,A,A4,MORTGAGE,62000,Source Verified,0,debt_consolidation,212xx,MD,8.71,0,0,0,18125,13449.50075
20000,13041.47044, 60 months,0.107,290.64,B,B2,MORTGAGE,175000,Verified,0,debt_consolidation,760xx,TX,5.23,0,0,0,16008,17437.81744
6300,6300, 36 months,0.117,208.38,B,B3,RENT,30000,Not Verified,0,credit_card,100xx,NY,7.2,0,1,0,6274,7501.630002
20000,18626.34674, 60 months,0.168,494.59,D,D2,RENT,50000,Verified,0,credit_card,622xx,IL,22.82,0,1,0,16565,29674.60686
35000,21739.74813, 60 months,0.173,578.71,D,D3,MORTGAGE,208000,Source Verified,0,debt_consolidation,207xx,MD,7.94,0,0,0,3761,26016.92242
8250,8086.748004, 60 months,0.16,200.45,C,C5,MORTGAGE,35004,Verified,0,home_improvement,140xx,NY,15.6,2,1,0,4479,10439.29849
20000,18847.37306, 60 months,0.127,451.9,B,B5,OWN,85000,Source Verified,0,home_improvement,707xx,LA,10.21,0,0,0,17537,27113.49431
10000,10000, 36 months,0.117,330.76,B,B3,RENT,32000,Not Verified,1,credit_card,331xx,FL,21.83,0,0,0,7346,1962.02
24000,24000, 36 months,0.089,762.08,A,A5,MORTGAGE,116400,Verified,1,car,336xx,FL,3.94,0,4,0,3885,8653.52
14400,14400, 36 months,0.127,483.05,B,B5,MORTGAGE,40000,Not Verified,0,debt_consolidation,619xx,IL,20.16,0,2,0,12248,17389.61
6000,6000, 36 months,0.147,206.97,C,C3,RENT,34000,Not Verified,0,credit_card,208xx,MD,21.39,0,2,0,6546,7464.910002
22000,21975, 36 months,0.16,773.03,C,C5,MORTGAGE,73000,Verified,0,debt_consolidation,618xx,IL,22.47,0,1,0,26721,27828.63995
12000,12000, 36 months,0.117,396.92,B,B3,RENT,57200,Source Verified,1,debt_consolidation,014xx,MA,16.36,0,0,0,22059,3572.28
16000,16000, 36 months,0.168,568.62,D,D2,MORTGAGE,114000,Source Verified,0,debt_consolidation,644xx,MO,17.2,0,1,0,23096,20470.04
10000,10000, 36 months,0.107,325.74,B,B2,MORTGAGE,90000,Not Verified,0,debt_consolidation,113xx,NY,11.16,0,1,0,30660,11726.32
16000,11368.73446, 60 months,0.19,301.76,E,E2,MORTGAGE,54000,Source Verified,0,home_improvement,283xx,NC,16.89,0,0,0,13771,17833.52997
10000,10000, 36 months,0.127,335.45,B,B5,RENT,35000,Source Verified,1,debt_consolidation,405xx,KY,12.03,0,1,0,10472,7690.46
3500,3500, 36 months,0.135,118.76,C,C1,RENT,56000,Not Verified,0,debt_consolidation,330xx,FL,10.35,0,2,0,6943,3615.368378
9600,9600, 36 months,0.099,309.36,B,B1,RENT,35000,Not Verified,0,debt_consolidation,276xx,NC,16.49,0,0,0,10980,11084.44979
9875,9875, 36 months,0.079,309,A,A4,MORTGAGE,40000,Source Verified,0,debt_consolidation,109xx,NY,24.03,0,1,0,24129,11123.65
21500,15953.42639, 60 months,0.176,427.19,D,D4,OWN,59000,Verified,0,debt_consolidation,631xx,MO,22.86,0,1,0,18723,19867.56312
4800,4800, 36 months,0.079,150.2,A,A4,RENT,48000,Source Verified,0,debt_consolidation,336xx,FL,13,0,1,0,2936,5080.284197
7800,7800, 36 months,0.06,237.4,A,A1,OWN,85000,Not Verified,0,major_purchase,895xx,NV,0.78,0,1,0,3878,8546.299999
20000,20000, 36 months,0.143,686.18,C,C2,MORTGAGE,70000,Verified,0,credit_card,770xx,TX,6.21,0,1,0,12377,24002.34106
9750,9750, 36 months,0.075,303.34,A,A3,RENT,35000,Not Verified,1,debt_consolidation,967xx,HI,29.04,0,1,0,13275,5156.78
18000,14773.45751, 60 months,0.16,365.67,C,C5,MORTGAGE,91000,Verified,0,credit_card,243xx,VA,23.41,0,2,0,46957,18898.54643
5000,5000, 36 months,0.06,152.18,A,A1,MORTGAGE,30000,Not Verified,0,other,923xx,CA,16.48,0,0,0,5881,5451.317057
9000,9000, 36 months,0.147,310.45,C,C3,RENT,45000,Source Verified,0,debt_consolidation,117xx,NY,17.01,1,1,1,10464,10752.06648
7200,7175, 36 months,0.079,225.29,A,A4,RENT,55000,Not Verified,0,debt_consolidation,331xx,FL,11.98,0,0,0,5862,8110.439998
3000,3000, 60 months,0.19,77.88,E,E2,RENT,53004,Source Verified,1,other,330xx,FL,10.73,1,2,0,1985,4549.249996
25000,23505.29384, 60 months,0.194,654.31,E,E3,RENT,60000,Verified,1,credit_card,941xx,CA,20.04,0,0,0,17035,29415.85
25000,25000, 36 months,0.153,869.95,C,C4,OWN,82000,Verified,0,debt_consolidation,917xx,CA,18.5,0,2,0,18223,28098.04098
10000,10000, 36 months,0.16,351.38,C,C5,RENT,53000,Verified,0,debt_consolidation,960xx,CA,13.09,0,1,0,23870,12649.36
8875,8875, 36 months,0.127,297.72,B,B5,MORTGAGE,35360,Verified,1,debt_consolidation,181xx,PA,23.11,0,1,0,13003,2052.99
15550,15525, 36 months,0.117,514.34,B,B3,RENT,54000,Verified,0,debt_consolidation,330xx,FL,23.36,0,0,0,22455,18515.86999
17000,16060.11069, 60 months,0.153,406.85,C,C4,RENT,65000,Not Verified,0,debt_consolidation,076xx,NJ,16.84,0,2,0,12923,24441.77683
7500,7475, 36 months,0.127,251.59,B,B5,RENT,65000,Not Verified,0,credit_card,900xx,CA,4.41,0,2,0,5927,9057.079996
8875,8875, 36 months,0.089,281.81,A,A5,OWN,28800,Not Verified,0,debt_consolidation,922xx,CA,24.29,0,0,0,8890,10145.14993
4500,4500, 36 months,0.173,161.05,D,D3,RENT,42000,Not Verified,0,credit_card,432xx,OH,4.34,0,0,0,3424,5507.127762
5800,5800, 36 months,0.124,193.81,B,B4,RENT,36000,Not Verified,0,debt_consolidation,787xx,TX,21.67,0,1,0,6558,6977.099999
10000,10000, 36 months,0.117,330.76,B,B3,RENT,40000,Not Verified,0,debt_consolidation,070xx,NJ,22.26,0,1,0,11145,11819.55603
